Fecha,Temperatura,Precipitación,Humedad
01/01/2010,17.440675196366236,10.957481997233586,52.38463748841593
02/01/2010,25.759468318620975,5.3156276517729895,30.63352983123037
03/01/2010,20.138168803582193,15.317706093986718,41.49671457625978
04/01/2010,17.244159149844844,13.151007718300207,90.68470436022656
05/01/2010,11.182739966945235,16.41366719923173,22.116421676913916
06/01/2010,22.294705653332805,13.359969520448349,29.41516539922381
07/01/2010,11.879360563134625,9.038980207390308,15.462342364843986
08/01/2010,,,
09/01/2010,38.18313802505146,1.112009295385179,57.64696423940397
10/01/2010,9.172075941288885,6.158725053507319,52.68883066268545
11/01/2010,29.586251904133228,0.9251695513323743,13.09736581704741
12/01/2010,16.444745987645224,8.600541415040748,96.52083989625434
13/01/2010,18.402228054696614,4.515998237809606,85.96696282029072
14/01/2010,36.27983191463305,14.07295216583979,83.83366973058958
15/01/2010,-6.448197090105653,4.403570531130021,88.76957279837288
16/01/2010,-5.643535014922964,1.6286367113267608,79.93226448355897
17/01/2010,-8.989080127983714,16.775945567999454,22.549381063462803
18/01/2010,31.6309922773969,1.2006572058853004,97.43431878808178
19/01/2010,28.907837547492527,15.019169186989842,94.03466256461435
20/01/2010,33.500607412340955,18.588506519632666,72.64694002410758
21/01/2010,,,
22/01/2010,29.95792821083618,11.193358597381877,10.099999755155162
23/01/2010,13.073968112646593,9.034534205067356,53.72755924723642
24/01/2010,29.026458814322773,15.97420117432447,63.53231252835125
25/01/2010,-4.086278706553339,12.469600122093748,99.45831908462974
26/01/2010,21.99605106637619,5.565468731423051,21.962353334474507
27/01/2010,-2.8323356295476803,0.029380122847404433,17.993808774351315
28/01/2010,37.23344585247919,9.657354576830315,48.36865942029158
29/01/2010,16.092416087503583,17.882177647869327,77.58606000405358
30/01/2010,10.733096999526179,18.107263406453345,40.606329655751125
31/01/2010,3.2277806052313487,2.505939661069887,69.61242274218765
01/02/2010,28.711684471710832,17.21353934717378,90.04945479408079
02/02/2010,12.807516610827427,0.6886257159362841,81.38457919930153
03/02/2010,18.421697443432425,1.846985506804244,19.14362726716231
04/02/2010,-9.060509978182242,19.324416247290007,50.14677944287033
05/02/2010,20.881774853793853,7.739348143831095,13.419338898148741
06/02/2010,20.60478613612107,1.4156779330544178,25.17744919927961
07/02/2010,20.846699843737845,9.409107087070428,79.3639923866029
08/02/2010,37.18740392573121,0.9227403946951762,25.668381865328445
09/02/2010,,,
10/02/2010,7.975395028689299,11.235004588717292,65.34806375770688
11/02/2010,,,
12/02/2010,24.88155979636324,12.438251795765327,92.33399462965744
13/02/2010,-6.988726418536508,6.6939852768736285,15.26516626934726
14/02/2010,23.338335772283386,2.6495406576920555,92.731113231466
15/02/2010,23.531893480907968,19.688037164566758,20.241944844463212
16/02/2010,0.5191280536920448,4.998828309641947,91.07829850078978
17/02/2010,-3.5536851172573343,1.2395429214839337,43.1101834255354
18/02/2010,5.771417546209193,5.576732404006586,81.08567108226404
19/02/2010,8.18553854713113,5.034001118004232,45.481387172320424
20/02/2010,18.509838520893982,5.9929260843516,75.98408347458133
21/02/2010,11.930075673116018,7.113484624014925,86.71516798527048
22/02/2010,39.41869190296131,16.10330361559138,57.28949907185929
23/02/2010,-4.8977594625985965,1.1956887189560383,46.19256103451779
24/02/2010,0.44383780474173484,7.09065340131515,45.516937612359804
25/02/2010,-1.934524105750187,2.074910859304624,15.093258657993326
26/02/2010,22.65541627326992,19.6439329218008,11.333414536947078
27/02/2010,2.6645801269891063,2.8794346462830633,76.92131208372776
28/02/2010,13.315538642815316,9.58069889617592,47.38595350621176
01/03/2010,2.2212796000801376,9.600868652078184,23.59834915889241
02/03/2010,-2.051520817724014,15.623564171369184,88.43832973795325
03/03/2010,-4.4812429417847435,5.442917425826666,67.39945530066666
